SCHM_CODE,DEL_FLG,SCHM_DESC,INT_PAID_BACID,INT_COLL_BACID,GL_SUB_HEAD_CODE,SERV_CHRG_COLL_FLG,BACK_DATE_TRAN_EXCP_CODE,VAL_DATE_TRAN_EXCP_CODE,ACCT_IN_CR_BAL_EXCP_CODE,MIN_POSTING_WORKCLASS,SCHM_TYPE,INT_PAID_FLG,INT_COLL_FLG,STAFF_SCHM_FLG,NRE_SCHM_FLG,MERGE_INT_PTRAN_FLG,LCHG_USER_ID,RCRE_USER_ID,LCHG_TIME,RCRE_TIME,MICR_CHQ_CHRG_BACID,INSUFF_AVAIL_BAL_EXCP_CODE,FD_CR_BACID,FD_DR_BACID,FX_TRAN_FLG,STP_CR_DR_IND,FCNR_FLG,INT_PANDL_BACID,PARKING_BACID,INT_PAID_COLL_CRNCY_FLG,CASH_WD_WO_CHQ_EXCP_CODE,ACCT_NAME_CHANGED_EXCP_CODE,XFER_IN_INT_DETAILS_FLG,ACCT_REFERENCE_EXCP_CODE,DR_OPER_ACCT_IF_NO_BAL_FLG,INT_DR_CUST_DIFF_EXCP_CODE,INT_CR_CUST_DIFF_EXCP_CODE,ISO_USER_TOD_GRNT_EXCP_CODE,ISO_AUTO_TOD_GRNT_EXCP_CODE,INTER_SOL_CLOSURE_ALWD_FLG,LEVY_TAX_PCNT_1,LEVY_TAX_PCNT_2,LEVY_TAX_PCNT_3,LEVY_TAX_DESC_1,LEVY_TAX_DESC_2,LEVY_TAX_DESC_3,LEVY_TAX_BACID_1,LEVY_TAX_BACID_2,LEVY_TAX_BACID_3,LEVY_TAX_MERGE_PTRAN_FLG,PEG_INT_FOR_AC_FLG,MOD_OF_PEG_INT_ALLOWED_FLG,PEG_REVIEW_PREF_FROM_CUST,DFLT_INT_PAR_CHNG_EXCP_CODE,CLS_PEND_REVERSAL_EXCP_CODE,CHQ_ISSUED_ACK_EXCP_CODE,ACCT_CLOSURE_CHRG_DAYS,ACCT_CLOSURE_CHRG_MNTHS,ACCT_MAINT_PERIOD,MIN_COMMIT_CHRG_UTIL_PCNT,COMMIT_CALC_METHOD,INACTIVE_ACCT_CHRG_DAYS,INACTIVE_ACCT_CHRG_MNTHS,DORMANT_ACCT_CHRG_DAYS,DORMANT_ACCT_CHRG_MNTHS,PARTITION_MANDATORY_FLG,BOOK_TRAN_SCRIPT,INTCALC_TRAN_SCRIPT,ADVANCE_INT_BACID,TDS_PARKING_BACID,PENAL_PANDL_BACID,DFLT_CLG_TRAN_CODE,DFLT_INST_TYPE,CHQ_UNUSABLE_EXCP_CODE,INT_PANDL_BACID_CR,INT_PANDL_BACID_DR,BEL_MIN_BAL_EXCP_CODE,PEN_CHRG_NCALC_EXCP_CODE,INT_FREQ_TYPE_CR,INT_FREQ_WEEK_NUM_CR,INT_FREQ_WEEK_DAY_CR,INT_FREQ_START_DD_CR,PD_GL_SUB_HEAD_CODE,PS_FREQ_WEEK_DAY,PS_FREQ_START_DD,PS_FREQ_HLDY_STAT,AUTO_RENEWAL_PERIOD_FLG,PRODUCT_GROUP,PRINCIPAL_LOSSLINE_BACID,RECOVER_LOSSLINE_BACID,CHRGE_OFF_BACID,INT_WAIVER_BACID,DAILY_COMP_INT_FLG,DISC_RATE_FLG,START_DATE,END_DATE,FIXEDTERM_MNTHS,FIXEDTERM_YEARS,REPRICING_PLAN,REPRICING_FREQ_MNTHS,REPRICING_FREQ_DAYS,REPRICING_YEAR_IND,FLOAT_INT_TBL_CODE,FLOAT_REPRICING_FREQ_MNTHS,FLOAT_REPRICING_FREQ_DAYS,SCRIPT_VALUE_DATE_EXCP_CODE,CUST_MIN_AGE,CUST_MAX_AGE,SCHM_SHORT_NAME,BANK_ID,SYN_AGENT_SCHEME,PRODUCT_CONCEPT,SCHM_NATURE
A6374,N,NH - SXKD NH THONG THUONG 2021 - TGGD<1NAM - HM>=2TY - 9T<V=<12T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,08:24.0,05:10.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,3,0,L,0,0,A,A3683,840,0,,18,65,,1,N,R0601,N
A6380,N,NH - SXKD NH THONG THUONG 2021 - TGGD>1NAM - HM>=2TY - 3T<V=<6T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,09:44.0,19:45.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,3,0,L,0,0,A,A3693,840,0,,18,65,,1,N,R0601,N
A6387,N,NH - SXKD NONG NGHIEP 2021 - TGGD<1NAM - HM>=2TY - V<=3T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,12:20.0,40:07.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
A6484,N,"DH-CV BDS,TD KV ĐNB,TNB&TTN-BAN CHEO-NHOM KH 02-CT1",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,QUE.HP,VY.NK,56:25.0,30:50.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R07,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0486,3,0,,18,65,,1,N,R0701,N
A6676,N,TH - CV OTO MERCEDES - BENZ - CT1,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HUYEN.NGHIEMTHI,37:36.0,06:34.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,,18,65,,1,N,R0601,N
B5988,N,NH-VND-CK3T NEW-LSCS-STK/GTCG VND-EIB PH-3T<KHV≤6T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EOD6,GIANG.PTT02,46:18.0,08:11.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,3,0,L,0,0,A,H5224,3,0,B17,0,0,,1,N,C0201,N
B5990,N,"NH-VND-CK3T NEW-LSCS-DB VANG, STK/GTCG DO TCTD KHAC PH-3T<KHV≤6T",,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EOD6,GIANG.PTT02,46:39.0,10:42.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,3,0,L,0,0,A,H5226,3,0,B17,0,0,,1,N,C0201,N
A6379,N,NH - SXKD NH THONG THUONG 2021- TGGD>1NAM - HM>=2TY - V<=3T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,09:32.0,18:45.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
A6563,N,"TH - CV KHCN SP THINH VUONG 1 - KV HCM, MB",,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,HUYEN.NGHIEMTHI,03:16.0,58:41.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,H0523,3,0,,18,65,,1,N,R0601,N
A6623,N,"DH - CV KHCN SP AN CU - KV HCM, MB - CT2",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HUYEN.NGHIEMTHI,11:11.0,01:53.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,24,0,L,0,0,A,H0542,3,0,,18,65,,1,N,R0601,N
A6680,N,TH - CV OTO MERCEDES - BENZ - CT3,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HUYEN.NGHIEMTHI,38:03.0,16:24.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0585,3,0,,18,65,,1,N,R0601,N
B5891,N,TH - CV HYUNDAI - NEW - CT1,,39413010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,AI.LPV,10:12.0,07:35.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39413017,,,,,39413017,,, , ,0,0,21213,0,0, , ,C02,21592000,21593000,21560000,39413017, ,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,B17,0,0,,1,N,C0210,N
A6753,N,TH-TIEP NOI HANH TRINH - CT3,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,QUYNH.PT,59:02.0,51:25.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0637,3,0,,18,65,,1,N,R0601,N
A6766,N,DH - CV OTO MERCEDES - BENZ - CT3,,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HUYEN.NGHIEMTHI,40:34.0,10:20.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0654,3,0,,18,65,,1,N,R0601,N
A6768,N,DH - CV OTO THACO - CT1,,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HUYEN.NGHIEMTHI,41:39.0,15:10.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,,18,65,,1,N,R0601,N
A7368,N,NH- CV SXKDNN KHOI SAC NHA NONG-HM≤5TY-6T<KHV≤9T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,30:34.0,12:58.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0601,N
A7386,N,NH-CĐ3T SXKDNN KHOI SAC NHA NONG-HM>5TY-KHV≤3T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,13:42.0,41:56.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0601,N
A7410,N,NH-GD LAU NAM-CĐ3T PTKD GIA DINH-HM>5TY-KHV≤3T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HANG.NTT15,48:51.0,37:30.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,,18,65,,1,N,R0601,N
A7442,N,NH-CV VND CAM CO USD UD-TONG TG USD TU 200.000 USD - V≤1T,,39416000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,GIANG.PTT02,58:13.0,53:36.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39416007,,,,,39416007,,, , ,0,0,21121,0,0, , ,R02,21192001,21193001,21160001,39416007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,70,,1,N,R0201,N
A6505,N,NH - SXKD NH UU DAI 2022 - HM>=2TY - 3T<V=<6T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,11:27.0,28:21.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
B5956,N,NH- VND-CK3T-LSCS-KHONG TSBD 6T<KHV≤12T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,QUYNH.PT,16:39.0,47:53.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,3,0,L,0,0,A,H5175,3,0,B17,0,0,,1,N,C0201,N
A7062,N,"TH-CV KHCN CHON LOC AN CU - KV HCM, MB - CT1",,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,37:47.0,31:43.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,H0734,3,0,,18,65,,1,N,R0601,N
A7063,N,"DH-CV KHCN CHON LOC AN CU - KV HCM, MB - CT1",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,58:38.0,41:53.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,H0735,3,0,,18,65,,1,N,R0601,N
A7057,N,"DH-CV THINH VUONG - KV HCM, MB - CT2",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,18:13.0,44:03.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0806,3,0,,18,65,,1,N,R0601,N
A7051,N,"DH-CV TICH TAI - KV DNB, TNB, TTN - CT1",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,02:15.0,47:11.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,H0806,3,0,,18,65,,1,N,R0601,N
B5971,N,DH-CV HUYNDAI - NEWCT1 T11,,39414010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,HANG.NTT15,09:00.0,53:28.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,C02,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,B17,0,0,,1,N,C0210,N
A6923,N,"TH-CV TICH TAI - KV DNB, TNB, TTN – CT2",,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HUYEN.NGHIEMTHI,17:53.0,41:35.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0787,3,0,,18,65,,1,N,R0601,N
B5722,N,NH-VND-SABECO - TSDB/HMTD 100% - 1T< KHV ≤ 3T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,VY.NK,21:00.0,15:16.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
B5730,N,TH-VND-SABECO-MUA OTO PVKD-LUA CHON 1,,39413010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,VY.NK,22:43.0,28:07.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39413017,,,,,39413017,,, , ,0,0,21213,0,0, , ,C02,21592000,21593000,21560000,39413017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,H5077,6,0,B17,0,0,,1,N,C0204,N
A6360,N,"DH-CV O TO KV HCM,MB-BAN CHEO-CT1",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,GIANG.PTT02,40:58.0,00:35.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,,18,65,,1,N,R0601,N
A6366,N,"DH-CV O TO KV ĐNB,TNB&TTN-BAN CHEO-CT2",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,GIANG.PTT02,42:49.0,08:56.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R07,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0460,3,0,,18,65,,1,N,R0701,N
A6323,N,"DH-CV KHCN SP ON DINH TC - KV HCM, MB CT1",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,02:37.0,52:42.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0434,3,0,,18,65,,1,N,R0601,N
A6450,N,DH - CV KHCN SP TICH TAI CT3,,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HONG.NTN,AI.LPV,59:41.0,19:11.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0476,3,0,,18,65,,1,N,R0601,N
A6732,N,DH-CV AN CU - CT2,,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HONG.NTN,QUYNH.PT,36:06.0,53:39.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0622,3,0,,18,65,,1,N,R0601,N
B5964,N,NH-VND-CV DAI LY HTV-XH A-KHV>3T-6T-TH1,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,QUYNH.PT,08:43.0,44:43.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
A6897,N,TH-CV MUA OTO MERCEDES-BENZ CT3,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,QUYNH.PT,39:43.0,59:19.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,H0750,3,0,,18,65,,1,N,R0601,N
A6998,N,NH- CV PTKD GIA DINH-HM>5TY-9T<KHV≤12T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,THANH.HTN,QUYNH.PT,58:17.0,01:08.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,3,0,L,0,0,A,H0849,3,0,,18,65,,1,N,R0601,N
A7027,N,NH-SXKDNH TT-HM > 5TY-9T<KHV≤12T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,THANH.HTN,HUYEN.NGHIEMTHI,21:03.0,34:16.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,3,0,L,0,0,A,H0839,3,0,,18,65,,1,N,R0601,N
A7023,N,NH-SXKDNH TT-HM ≤ 5TY-9T<KHV≤12T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,THANH.HTN,HUYEN.NGHIEMTHI,19:07.0,50:45.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,3,0,L,0,0,A,H0831,3,0,,18,65,,1,N,R0601,N
A7025,N,NH-SXKDNH TT-HM > 5TY-3T<KHV≤6T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,THANH.HTN,HUYEN.NGHIEMTHI,19:36.0,54:49.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,3,0,L,0,0,A,H0849,3,0,,18,65,,1,N,R0601,N
A6176,N,"DH-CV KHCN SP THINH VUONG - KV DNB, TNB, TTN CT1",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,QUYNH.PT,14:46.0,05:44.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,H0362,3,0,,18,65,,1,N,R0601,N
A6210,N,"DH-CV KHCN TG BHNT 12-15TR - KV DNB, TNB, TTN CT3",,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,VY.NK,23:45.0,14:49.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,36,0,L,0,0,A,H0380,3,0,,18,65,,1,N,R0601,N
